entry_idx,exit_idx,entry_date,exit_date,entry_price,exit_price,dur_h,gross,net,mfe,mae,reason,dur_d
43819,43826,2026-01-01 09:00:00+00:00,2026-01-01 16:00:00+00:00,125.05,124.45,7.0,-0.004798080767692836,-0.006398080767692836,0.0019192323070771344,-0.006157536985205936,rottura EMA200 (trend),0.2916666666666667
43827,43947,2026-01-01 17:00:00+00:00,2026-01-06 17:00:00+00:00,125.2,136.52,120.0,0.09041533546325886,0.08881533546325886,0.14600638977635771,-0.001357827476038298,Chandelier 3xATR (trailing),5.0
43948,43969,2026-01-06 18:00:00+00:00,2026-01-07 15:00:00+00:00,137.57,135.7,21.0,-0.013593079886603188,-0.015193079886603188,0.03212909791378937,-0.01686414189140073,Chandelier 3xATR (trailing),0.875
43994,44025,2026-01-08 16:00:00+00:00,2026-01-09 23:00:00+00:00,138.19,135.97,31.0,-0.016064838266155235,-0.017664838266155235,0.021564512627541665,-0.023228887763224626,Chandelier 3xATR (trailing),1.2916666666666667
44066,44100,2026-01-11 16:00:00+00:00,2026-01-13 02:00:00+00:00,140.04,138.38,34.0,-0.011853756069694299,-0.0134537560696943,0.031133961725221537,-0.018209083119108738,Chandelier 3xATR (trailing),1.4166666666666667
44103,44163,2026-01-13 05:00:00+00:00,2026-01-15 17:00:00+00:00,139.95,142.66,60.0,0.01936405859235446,0.01776405859235446,0.06280814576634519,-0.0008574490889601272,Chandelier 3xATR (trailing),2.5
44182,44185,2026-01-16 12:00:00+00:00,2026-01-16 15:00:00+00:00,143.66,140.78,3.0,-0.020047333983015392,-0.021647333983015393,0.000626479186969231,-0.023666991507726665,rottura EMA200 (trend),0.125
44187,44219,2026-01-16 17:00:00+00:00,2026-01-18 01:00:00+00:00,143.31,142.77,32.0,-0.0037680552648104992,-0.005368055264810499,0.015630451468843898,-0.008582792547623952,Chandelier 3xATR (trailing),1.3333333333333333
44899,44908,2026-02-15 09:00:00+00:00,2026-02-15 18:00:00+00:00,90.0,86.21,9.0,-0.04211111111111121,-0.04371111111111121,0.0014444444444443594,-0.047666666666666746,rottura EMA200 (trend),0.375
45055,45070,2026-02-21 21:00:00+00:00,2026-02-22 12:00:00+00:00,85.84,84.47,15.0,-0.015959925442684098,-0.017559925442684098,0.0006989748369059523,-0.01747437092264681,rottura EMA200 (trend),0.625
45152,45170,2026-02-25 22:00:00+00:00,2026-02-26 16:00:00+00:00,89.1,84.58,18.0,-0.05072951739618403,-0.05232951739618403,0.002693602693602859,-0.05342312008978667,Chandelier 3xATR (trailing),0.75
45172,45189,2026-02-26 18:00:00+00:00,2026-02-27 11:00:00+00:00,85.38,83.59,17.0,-0.02096509721246187,-0.02256509721246187,0.03408292340126495,-0.023776059967205443,rottura EMA200 (trend),0.7083333333333334
45231,45245,2026-03-01 05:00:00+00:00,2026-03-01 19:00:00+00:00,87.26,83.23,14.0,-0.04618381847352737,-0.04778381847352737,0.0013752005500800024,-0.048475819390327746,rottura EMA200 (trend),0.5833333333333334
45300,45339,2026-03-04 02:00:00+00:00,2026-03-05 17:00:00+00:00,87.08,88.12,39.0,0.011943040881947642,0.010343040881947641,0.08004134129536067,-0.026412494258153396,Chandelier 3xATR (trailing),1.625
45456,45473,2026-03-10 14:00:00+00:00,2026-03-11 07:00:00+00:00,88.1,85.45,17.0,-0.030079455164585656,-0.03167945516458565,0.007945516458569779,-0.0350737797956866,Chandelier 3xATR (trailing),0.7083333333333334
45516,45536,2026-03-13 02:00:00+00:00,2026-03-13 22:00:00+00:00,89.09,88.01,20.0,-0.012122572679313048,-0.013722572679313049,0.043663710854192406,-0.015265461892468246,Chandelier 3xATR (trailing),0.8333333333333334
45566,45644,2026-03-15 04:00:00+00:00,2026-03-18 10:00:00+00:00,88.32,93.86,78.0,0.0627264492753623,0.06112644927536231,0.10597826086956541,-0.010869565217391242,Chandelier 3xATR (trailing),3.25
45785,45794,2026-03-24 07:00:00+00:00,2026-03-24 16:00:00+00:00,91.72,89.28,9.0,-0.026602703881378087,-0.028202703881378088,0.005451373746184096,-0.03292629742695152,rottura EMA200 (trend),0.375
45798,45830,2026-03-24 20:00:00+00:00,2026-03-26 04:00:00+00:00,90.04,90.82,32.0,0.008662816525988326,0.007062816525988326,0.03809418036428247,-0.0038871612616615536,Chandelier 3xATR (trailing),1.3333333333333333
46143,46161,2026-04-08 05:00:00+00:00,2026-04-08 23:00:00+00:00,84.22,82.57,18.0,-0.01959154595108059,-0.021191545951080592,0.009023984801709961,-0.023509855141296665,Chandelier 3xATR (trailing),0.75
46184,46235,2026-04-09 22:00:00+00:00,2026-04-12 01:00:00+00:00,83.99,82.31,51.0,-0.02000238123586129,-0.02160238123586129,0.027027027027027195,-0.023217049648767585,rottura EMA200 (trend),2.125
46278,46300,2026-04-13 20:00:00+00:00,2026-04-14 18:00:00+00:00,83.93,84.08,22.0,0.0017872036220658583,0.00018720362206585818,0.044560943643512374,-0.0011914690813774609,Chandelier 3xATR (trailing),0.9166666666666666
46325,46359,2026-04-15 19:00:00+00:00,2026-04-17 05:00:00+00:00,85.51,87.41,34.0,0.022219623435855373,0.020619623435855373,0.05870658402526008,-0.01999766109226997,Chandelier 3xATR (trailing),1.4166666666666667
46360,46386,2026-04-17 06:00:00+00:00,2026-04-18 08:00:00+00:00,88.0,87.56,26.0,-0.0050000000000000044,-0.006600000000000004,0.031022727272727257,-0.010227272727272751,Chandelier 3xATR (trailing),1.0833333333333333
46416,46419,2026-04-19 14:00:00+00:00,2026-04-19 17:00:00+00:00,86.53,85.13,3.0,-0.016179359759621037,-0.017779359759621038,0.0016179359759620482,-0.017681728880157177,rottura EMA200 (trend),0.125
46480,46497,2026-04-22 06:00:00+00:00,2026-04-22 23:00:00+00:00,87.96,86.87,17.0,-0.012391996361982627,-0.013991996361982628,0.015461573442473897,-0.013074124602091786,Chandelier 3xATR (trailing),0.7083333333333334
46523,46524,2026-04-24 01:00:00+00:00,2026-04-24 02:00:00+00:00,86.28,85.89,1.0,-0.004520166898470124,-0.006120166898470124,0.0009272137227631649,-0.005795085767269392,rottura EMA200 (trend),0.041666666666666664
46533,46562,2026-04-24 11:00:00+00:00,2026-04-25 16:00:00+00:00,86.19,85.88,29.0,-0.0035967049541710816,-0.0051967049541710815,0.00870170553428462,-0.007657500870170475,rottura EMA200 (trend),1.2083333333333333
46805,46837,2026-05-05 19:00:00+00:00,2026-05-07 03:00:00+00:00,86.49,87.75,32.0,0.014568158168574374,0.012968158168574374,0.04092958723551865,-0.004509191814082603,Chandelier 3xATR (trailing),1.3333333333333333
46838,46860,2026-05-07 04:00:00+00:00,2026-05-08 02:00:00+00:00,88.36,88.06,22.0,-0.003395201448619267,-0.004995201448619267,0.02354006337709369,-0.00860117700316887,Chandelier 3xATR (trailing),0.9166666666666666
46876,46962,2026-05-08 18:00:00+00:00,2026-05-12 08:00:00+00:00,92.32,95.65,86.0,0.036070190641247946,0.03447019064124795,0.06596620450606583,-0.006390814558058788,Chandelier 3xATR (trailing),3.5833333333333335
47017,47027,2026-05-14 15:00:00+00:00,2026-05-15 01:00:00+00:00,93.16,91.74,10.0,-0.01524259338772005,-0.01684259338772005,0.005581794761700509,-0.015779304422498863,rottura EMA200 (trend),0.4166666666666667
47749,47760,2026-06-14 03:00:00+00:00,2026-06-14 14:00:00+00:00,68.94,67.27,11.0,-0.024223962866260496,-0.025823962866260496,0.0010153756890050047,-0.029010733971569502,rottura EMA200 (trend),0.4583333333333333
47766,47796,2026-06-14 20:00:00+00:00,2026-06-16 02:00:00+00:00,67.81,73.01,30.0,0.07668485474118869,0.07508485474118869,0.12210588408789258,-0.00014747087450239782,Chandelier 3xATR (trailing),1.25
47797,47825,2026-06-16 03:00:00+00:00,2026-06-17 07:00:00+00:00,73.74,73.26,28.0,-0.006509357200976229,-0.00810935720097623,0.025901817195552068,-0.019663683211282756,Chandelier 3xATR (trailing),1.1666666666666667
